Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
41,Yes,Travel_Rarely,Sales,20,2,Marketing,1,248,Female,1,Sales Representative,Single,3140,1,Y,Yes,22,80,0,4,5,4,0,2
50,No,Travel_Rarely,Research & Development,1,3,Medical,1,249,Male,1,Laboratory Technician,Married,3690,2,Y,No,15,80,1,5,2,3,0,2
53,No,Travel_Rarely,Research & Development,13,2,Medical,1,250,Female,2,Manufacturing Director,Divorced,4450,1,Y,No,11,80,2,5,3,4,1,3
33,No,Travel_Rarely,Research & Development,14,3,Medical,1,252,Female,1,Research Scientist,Married,2756,1,Y,No,13,80,1,8,5,8,1,6
40,No,Travel_Rarely,Research & Development,4,1,Medical,1,253,Female,5,Manager,Married,19033,1,Y,No,14,80,1,21,2,20,9,9
55,No,Travel_Rarely,Research & Development,14,4,Medical,1,254,Male,5,Research Director,Single,18722,8,Y,No,11,80,0,36,3,24,2,15
34,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,256,Male,2,Manufacturing Director,Married,9547,1,Y,No,17,80,0,10,2,10,1,9
51,No,Travel_Rarely,Research & Development,3,3,Medical,1,258,Female,4,Healthcare Representative,Single,13734,3,Y,No,18,80,0,21,6,7,1,0
52,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,259,Male,5,Manager,Married,19999,0,Y,No,14,80,1,34,5,33,11,9
27,No,Travel_Rarely,Research & Development,9,3,Medical,1,260,Female,1,Research Scientist,Single,2279,1,Y,No,16,80,0,7,2,7,0,3
35,Yes,Travel_Rarely,Research & Development,23,2,Life Sciences,1,261,Male,2,Manufacturing Director,Married,5916,3,Y,Yes,13,80,0,8,1,1,0,1
43,No,Non-Travel,Research & Development,7,3,Medical,1,262,Male,1,Research Scientist,Divorced,2089,4,Y,No,14,80,3,7,3,5,2,2
45,No,Non-Travel,Research & Development,2,2,Medical,1,264,Male,4,Manager,Married,16792,9,Y,No,23,80,1,22,1,20,11,8
37,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,267,Male,1,Research Scientist,Married,3564,1,Y,Yes,12,80,1,8,3,8,1,7
35,No,Travel_Frequently,Research & Development,2,3,Medical,1,269,Female,2,Laboratory Technician,Single,4425,5,Y,No,11,80,0,10,5,6,1,2
42,No,Non-Travel,Research & Development,21,2,Medical,1,270,Female,2,Manufacturing Director,Divorced,5265,2,Y,No,16,80,1,11,5,5,0,2
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,271,Male,2,Manufacturing Director,Married,6553,9,Y,No,14,80,0,14,3,1,0,0
38,No,Travel_Rarely,Research & Development,29,3,Technical Degree,1,273,Male,2,Manufacturing Director,Married,6261,3,Y,No,18,80,1,9,3,7,1,7
27,No,Travel_Frequently,Research & Development,1,1,Technical Degree,1,274,Male,2,Manufacturing Director,Married,4298,5,Y,No,19,80,1,6,1,2,2,0
49,No,Non-Travel,Research & Development,18,4,Life Sciences,1,275,Male,2,Manufacturing Director,Divorced,6804,1,Y,Yes,15,80,2,7,0,7,1,7
34,No,Travel_Frequently,Research & Development,10,4,Medical,1,277,Male,1,Research Scientist,Divorced,3815,1,Y,Yes,17,80,1,5,4,5,2,0
40,No,Travel_Rarely,Research & Development,19,2,Medical,1,281,Male,2,Laboratory Technician,Married,2741,8,Y,Yes,15,80,1,15,2,7,3,7
38,Yes,Travel_Rarely,Research & Development,29,1,Medical,1,282,Male,2,Healthcare Representative,Married,6673,7,Y,Yes,19,80,0,17,2,1,0,0
29,Yes,Travel_Rarely,Sales,27,3,Marketing,1,283,Female,3,Sales Executive,Married,7639,1,Y,No,22,80,3,10,3,10,1,9
22,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,284,Male,1,Research Scientist,Divorced,2328,1,Y,Yes,16,80,1,4,2,4,2,2
36,No,Travel_Frequently,Research & Development,18,1,Medical,1,286,Female,1,Laboratory Technician,Single,2153,1,Y,No,13,80,0,8,2,8,1,7
40,No,Non-Travel,Research & Development,9,5,Life Sciences,1,287,Male,2,Healthcare Representative,Married,4876,9,Y,No,14,80,1,5,5,3,0,2
46,No,Travel_Rarely,Research & Development,1,4,Medical,1,288,Male,3,Healthcare Representative,Divorced,9396,7,Y,No,16,80,1,17,3,4,0,3
32,Yes,Travel_Rarely,Sales,4,4,Medical,1,291,Male,3,Sales Executive,Married,10400,1,Y,No,11,80,0,14,2,14,9,8
30,No,Non-Travel,Research & Development,1,1,Life Sciences,1,292,Male,3,Manufacturing Director,Single,8474,1,Y,No,22,80,0,12,2,11,5,8
27,No,Travel_Frequently,Sales,20,3,Life Sciences,1,293,Female,2,Sales Executive,Single,9981,1,Y,No,14,80,0,7,2,7,0,7
51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,296,Male,3,Research Director,Married,12490,5,Y,No,16,80,2,16,5,10,4,7
30,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,1,297,Female,1,Research Scientist,Single,2657,5,Y,Yes,11,80,0,8,5,5,0,4
41,No,Travel_Rarely,Sales,6,3,Life Sciences,1,298,Female,3,Manager,Single,13591,3,Y,Yes,18,80,0,16,3,1,0,0
30,Yes,Travel_Frequently,Sales,26,4,Marketing,1,299,Female,2,Sales Executive,Single,6696,5,Y,No,15,80,0,9,5,6,0,1
29,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,1,300,Male,1,Research Scientist,Single,2058,0,Y,No,14,80,0,7,1,6,1,5
45,No,Non-Travel,Sales,6,3,Medical,1,302,Female,3,Sales Executive,Single,8865,6,Y,No,12,80,0,23,2,19,12,8
54,No,Travel_Rarely,Sales,3,3,Marketing,1,303,Female,2,Sales Executive,Married,5940,2,Y,No,14,80,1,16,4,6,0,5
36,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,304,Male,2,Laboratory Technician,Single,5914,8,Y,No,16,80,0,16,3,13,3,7
33,No,Travel_Rarely,Research & Development,4,4,Medical,1,305,Female,1,Research Scientist,Married,2622,6,Y,No,21,80,0,7,3,3,1,1
37,No,Travel_Frequently,Research & Development,11,3,Other,1,306,Male,3,Research Director,Divorced,12185,1,Y,Yes,14,80,3,10,1,10,0,7
38,No,Travel_Rarely,Sales,3,3,Life Sciences,1,307,Male,3,Sales Executive,Divorced,10609,0,Y,No,12,80,2,17,6,16,5,13
31,No,Non-Travel,Research & Development,1,4,Medical,1,308,Male,2,Manufacturing Director,Married,4345,0,Y,No,12,80,1,6,2,5,1,4
59,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,309,Male,1,Research Scientist,Married,2177,3,Y,No,17,80,1,7,6,1,0,0
37,No,Travel_Frequently,Sales,4,4,Marketing,1,311,Male,1,Sales Representative,Divorced,2793,4,Y,No,17,80,1,13,2,9,5,8
29,No,Travel_Frequently,Sales,1,1,Medical,1,312,Female,3,Sales Executive,Married,7918,1,Y,No,14,80,1,11,5,11,4,1
35,No,Travel_Frequently,Sales,1,3,Marketing,1,314,Female,3,Sales Executive,Single,8789,1,Y,No,14,80,0,10,3,10,0,8
29,Yes,Travel_Rarely,Research & Development,18,1,Medical,1,315,Male,1,Research Scientist,Single,2389,1,Y,Yes,13,80,0,4,3,4,0,1
52,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,316,Female,1,Laboratory Technician,Single,3212,7,Y,No,15,80,0,6,3,2,2,2
42,No,Travel_Rarely,Research & Development,4,2,Technical Degree,1,319,Male,5,Manager,Married,19232,1,Y,No,11,80,0,22,3,22,11,15
59,No,Travel_Rarely,Human Resources,6,2,Medical,1,321,Male,1,Human Resources,Married,2267,8,Y,No,17,80,0,7,2,2,2,2
50,No,Travel_Rarely,Sales,1,4,Medical,1,323,Female,5,Manager,Divorced,19517,3,Y,No,11,80,1,32,3,7,0,6
33,Yes,Travel_Rarely,Research & Development,14,3,Medical,1,325,Male,1,Laboratory Technician,Married,2436,5,Y,Yes,13,80,1,8,2,5,0,4
43,No,Travel_Rarely,Sales,16,3,Marketing,1,327,Female,4,Manager,Married,16064,5,Y,Yes,22,80,1,22,3,17,1,9
33,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,328,Female,1,Laboratory Technician,Married,2707,7,Y,No,20,80,0,13,3,9,1,7
52,No,Non-Travel,Sales,2,4,Life Sciences,1,329,Male,5,Manager,Single,19068,1,Y,Yes,18,80,0,33,2,33,15,12
32,No,Travel_Rarely,Sales,4,2,Life Sciences,1,330,Female,1,Sales Representative,Married,3931,2,Y,No,11,80,1,6,5,4,1,2
32,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,331,Male,1,Laboratory Technician,Single,3730,0,Y,Yes,14,80,0,4,2,3,1,2
39,No,Travel_Rarely,Research & Development,1,4,Medical,1,332,Female,1,Laboratory Technician,Divorced,2232,7,Y,No,14,80,3,7,1,3,1,2
32,No,Non-Travel,Sales,26,4,Marketing,1,333,Male,2,Sales Executive,Married,4465,0,Y,No,18,80,0,4,2,3,2,2
41,No,Travel_Rarely,Research & Development,19,2,Life Sciences,1,334,Male,2,Research Scientist,Divorced,3072,2,Y,No,16,80,2,17,2,1,0,0
40,No,Travel_Rarely,Research & Development,24,2,Technical Degree,1,335,Male,2,Research Scientist,Divorced,3319,1,Y,No,17,80,2,9,3,9,4,7
45,No,Travel_Rarely,Research & Development,1,3,Other,1,336,Male,5,Manager,Married,19202,0,Y,No,11,80,1,25,2,24,1,7
31,No,Travel_Frequently,Research & Development,3,4,Medical,1,337,Male,3,Research Director,Divorced,13675,9,Y,No,12,80,1,9,3,2,2,2
33,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,338,Female,1,Research Scientist,Married,2911,1,Y,No,13,80,1,2,2,2,0,2
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,339,Male,2,Manufacturing Director,Married,5957,6,Y,No,13,80,1,13,3,11,5,9
37,No,Travel_Rarely,Research & Development,1,2,Medical,1,340,Female,1,Research Scientist,Married,3920,2,Y,No,14,80,1,17,2,3,0,2
45,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,341,Male,2,Manufacturing Director,Married,6434,4,Y,No,17,80,1,9,1,3,0,2
37,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,342,Male,3,Manufacturing Director,Divorced,10048,6,Y,No,11,80,2,17,5,1,0,0
39,No,Travel_Frequently,Research & Development,2,4,Technical Degree,1,343,Female,3,Healthcare Representative,Single,10938,0,Y,No,25,80,0,20,1,19,11,8
29,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,346,Male,1,Research Scientist,Single,2340,1,Y,No,19,80,0,6,1,6,1,5
42,No,Travel_Rarely,Research & Development,17,2,Life Sciences,1,347,Female,2,Research Scientist,Single,6545,3,Y,Yes,13,80,0,10,1,3,0,2
29,No,Travel_Rarely,Sales,20,2,Marketing,1,349,Male,2,Sales Executive,Divorced,6931,2,Y,No,14,80,1,10,2,3,0,2
25,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,350,Female,2,Manufacturing Director,Married,4898,0,Y,No,12,80,2,5,3,4,1,2
42,No,Travel_Rarely,Research & Development,2,3,Medical,1,351,Female,1,Laboratory Technician,Divorced,2593,0,Y,Yes,11,80,1,10,4,9,7,8
40,No,Travel_Rarely,Research & Development,2,2,Medical,1,352,Male,5,Research Director,Divorced,19436,0,Y,No,19,80,1,22,5,21,3,9
51,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,353,Male,1,Research Scientist,Married,2723,1,Y,No,11,80,0,1,0,1,0,0
31,Yes,Travel_Frequently,Research & Development,29,2,Medical,1,355,Male,1,Laboratory Technician,Single,3479,0,Y,No,11,80,0,6,2,5,1,4
32,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,359,Male,1,Laboratory Technician,Married,2794,1,Y,No,20,80,0,5,3,5,0,3
38,No,Non-Travel,Sales,2,2,Life Sciences,1,361,Male,2,Sales Executive,Married,5249,3,Y,No,18,80,1,13,0,8,7,5
32,No,Travel_Rarely,Research & Development,2,1,Technical Degree,1,362,Male,2,Laboratory Technician,Single,2176,4,Y,No,13,80,0,9,5,6,0,4
46,No,Travel_Rarely,Sales,2,3,Technical Degree,1,363,Female,4,Manager,Married,16872,3,Y,Yes,12,80,1,28,2,7,7,7
28,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,364,Male,1,Laboratory Technician,Single,3485,2,Y,No,11,80,0,5,5,0,0,0
29,No,Travel_Rarely,Sales,2,3,Medical,1,366,Male,2,Sales Executive,Married,6644,2,Y,No,19,80,2,10,2,0,0,0
31,No,Travel_Rarely,Research & Development,23,3,Medical,1,367,Male,2,Healthcare Representative,Married,5582,0,Y,No,21,80,1,10,2,9,7,8
25,No,Non-Travel,Research & Development,5,2,Life Sciences,1,369,Male,2,Healthcare Representative,Divorced,4000,1,Y,No,12,80,2,6,2,6,1,5
45,No,Travel_Rarely,Research & Development,20,2,Medical,1,372,Male,4,Healthcare Representative,Married,13496,0,Y,Yes,14,80,0,21,2,20,4,10
36,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,373,Male,1,Laboratory Technician,Married,3210,0,Y,No,11,80,1,16,4,15,10,11
55,No,Travel_Rarely,Research & Development,1,3,Medical,1,374,Male,5,Manager,Single,19045,0,Y,Yes,14,80,0,37,2,36,4,13
47,Yes,Non-Travel,Research & Development,29,4,Life Sciences,1,376,Male,3,Manager,Married,11849,1,Y,Yes,12,80,1,10,2,10,9,9
28,No,Travel_Rarely,Research & Development,9,3,Medical,1,377,Male,1,Research Scientist,Married,2070,1,Y,No,23,80,1,5,3,5,0,4
37,No,Travel_Rarely,Sales,6,4,Medical,1,378,Male,2,Sales Executive,Married,6502,4,Y,No,14,80,1,7,5,5,0,1
21,No,Travel_Rarely,Research & Development,3,2,Medical,1,379,Male,1,Research Scientist,Single,3230,1,Y,No,17,80,0,3,4,3,1,0
37,No,Non-Travel,Research & Development,1,4,Medical,1,380,Female,3,Research Director,Divorced,13603,2,Y,Yes,18,80,2,15,2,5,0,2
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,381,Female,3,Manager,Divorced,11996,7,Y,No,18,80,1,10,6,7,6,2
38,No,Travel_Rarely,Sales,7,2,Medical,1,382,Female,2,Sales Executive,Divorced,5605,1,Y,Yes,24,80,1,8,3,8,7,7
26,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,384,Female,2,Manufacturing Director,Divorced,6397,1,Y,No,20,80,1,6,6,6,1,4
50,No,Travel_Rarely,Research & Development,4,1,Life Sciences,1,385,Male,5,Research Director,Divorced,19144,3,Y,No,14,80,2,28,4,10,1,6
53,No,Travel_Rarely,Research & Development,3,4,Medical,1,386,Male,4,Research Director,Married,17584,3,Y,Yes,16,80,3,21,5,5,1,3
42,No,Travel_Rarely,Sales,1,1,Life Sciences,1,387,Male,2,Sales Executive,Married,4907,1,Y,No,25,80,0,20,3,20,11,6
29,No,Travel_Frequently,Sales,2,2,Life Sciences,1,388,Male,2,Sales Executive,Single,4554,1,Y,No,18,80,0,10,3,10,0,9
55,No,Travel_Rarely,Research & Development,20,2,Technical Degree,1,389,Male,2,Laboratory Technician,Married,5415,3,Y,Yes,19,80,1,12,4,10,0,8
26,No,Travel_Frequently,Research & Development,11,2,Medical,1,390,Male,2,Healthcare Representative,Married,4741,1,Y,Yes,13,80,1,5,3,5,3,3
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,391,Female,1,Research Scientist,Single,2115,1,Y,No,12,80,0,17,3,17,5,7
44,Yes,Travel_Frequently,Research & Development,24,3,Life Sciences,1,392,Male,1,Laboratory Technician,Divorced,3161,3,Y,Yes,22,80,1,19,0,1,0,0
38,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,393,Male,2,Healthcare Representative,Divorced,5745,9,Y,No,14,80,1,10,2,2,1,2
26,Yes,Travel_Rarely,Research & Development,16,4,Medical,1,394,Male,1,Laboratory Technician,Divorced,2373,2,Y,Yes,13,80,1,5,2,3,0,2
28,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,395,Female,1,Research Scientist,Single,3310,1,Y,No,21,80,0,5,3,5,0,2
49,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1,396,Female,5,Research Director,Single,18665,9,Y,Yes,11,80,0,22,4,3,1,2
36,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,397,Male,2,Research Scientist,Single,4485,4,Y,No,12,80,0,10,2,8,7,7
31,No,Travel_Frequently,Sales,5,3,Marketing,1,399,Female,1,Sales Representative,Divorced,2789,1,Y,No,11,80,1,2,5,2,2,2
26,Yes,Travel_Rarely,Sales,4,4,Marketing,1,401,Male,2,Sales Executive,Single,5828,1,Y,Yes,12,80,0,8,0,8,7,4
37,No,Travel_Frequently,Research & Development,9,3,Medical,1,403,Male,1,Research Scientist,Married,2326,1,Y,Yes,12,80,3,4,3,4,1,2
42,No,Travel_Frequently,Sales,26,3,Marketing,1,404,Female,4,Sales Executive,Married,13525,5,Y,No,14,80,1,23,2,20,4,8
18,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,1,405,Male,1,Laboratory Technician,Single,1420,1,Y,No,13,80,0,0,2,0,0,0
35,No,Travel_Rarely,Sales,16,3,Marketing,1,406,Male,3,Sales Executive,Married,8020,0,Y,No,15,80,2,12,3,11,6,9
36,No,Travel_Frequently,Research & Development,18,4,Life Sciences,1,407,Male,1,Laboratory Technician,Married,3688,4,Y,No,18,80,2,4,2,1,0,0
51,No,Travel_Rarely,Research & Development,2,3,Medical,1,408,Male,2,Manufacturing Director,Divorced,5482,5,Y,No,18,80,1,13,3,4,1,2
41,No,Travel_Rarely,Sales,2,4,Life Sciences,1,410,Male,4,Manager,Single,16015,1,Y,No,19,80,0,22,2,22,0,4
18,No,Travel_Rarely,Sales,10,3,Medical,1,411,Female,1,Sales Representative,Single,1200,1,Y,No,12,80,0,0,2,0,0,0
28,No,Travel_Rarely,Research & Development,16,2,Medical,1,412,Male,2,Healthcare Representative,Single,5661,0,Y,No,19,80,0,9,2,8,0,7
31,No,Travel_Rarely,Sales,7,3,Technical Degree,1,416,Male,2,Sales Executive,Married,6929,4,Y,No,11,80,1,10,3,8,7,7
39,No,Travel_Rarely,Research & Development,1,3,Medical,1,417,Male,3,Healthcare Representative,Divorced,9613,0,Y,No,17,80,3,19,5,18,3,7
36,No,Non-Travel,Research & Development,24,4,Life Sciences,1,419,Female,2,Laboratory Technician,Married,5674,7,Y,No,15,80,1,11,3,9,0,8
32,No,Travel_Rarely,Sales,7,3,Life Sciences,1,420,Male,2,Sales Executive,Married,5484,1,Y,No,14,80,1,13,3,13,4,8
38,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,421,Female,3,Research Director,Married,12061,3,Y,No,17,80,1,19,2,10,0,1
58,No,Non-Travel,Research & Development,1,4,Life Sciences,1,422,Male,2,Healthcare Representative,Divorced,5660,2,Y,Yes,13,80,1,12,2,5,1,2
31,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,423,Male,1,Research Scientist,Married,4821,0,Y,Yes,12,80,1,6,4,5,0,3
31,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,424,Male,2,Human Resources,Married,6410,3,Y,No,12,80,0,9,1,2,1,0
45,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,425,Male,3,Laboratory Technician,Divorced,5210,1,Y,No,18,80,1,24,2,24,9,11
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,426,Male,1,Research Scientist,Divorced,2695,0,Y,Yes,18,80,1,3,2,2,2,2
33,No,Travel_Frequently,Research & Development,5,4,Life Sciences,1,428,Female,3,Manager,Married,11878,6,Y,No,11,80,2,12,2,10,8,8
39,No,Travel_Rarely,Research & Development,10,1,Medical,1,429,Male,4,Manager,Married,17068,1,Y,Yes,14,80,0,21,3,21,11,10
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1,430,Female,1,Laboratory Technician,Single,2455,0,Y,No,19,80,0,9,5,8,1,7
49,No,Travel_Rarely,Research & Development,1,2,Technical Degree,1,431,Female,4,Healthcare Representative,Single,13964,7,Y,Yes,12,80,0,25,2,7,0,7
52,Yes,Travel_Rarely,Research & Development,8,4,Medical,1,433,Male,2,Research Scientist,Married,4941,2,Y,No,15,80,0,11,3,8,7,7
27,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,434,Female,1,Research Scientist,Single,2478,1,Y,Yes,12,80,0,4,2,4,1,2
32,No,Travel_Rarely,Sales,8,2,Technical Degree,1,436,Female,2,Sales Executive,Married,5228,1,Y,Yes,11,80,0,13,2,13,11,9
27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,437,Male,2,Sales Executive,Single,4478,1,Y,Yes,11,80,0,5,3,5,0,4
31,No,Travel_Rarely,Sales,7,3,Marketing,1,438,Male,2,Sales Executive,Divorced,7547,4,Y,No,12,80,3,13,3,7,1,7
32,No,Travel_Rarely,Research & Development,2,4,Medical,1,439,Female,2,Research Scientist,Single,5055,7,Y,No,16,80,0,10,0,7,0,7
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,1,440,Male,1,Research Scientist,Married,3464,5,Y,Yes,13,80,0,5,4,3,2,2
30,No,Travel_Rarely,Research & Development,28,2,Medical,1,441,Female,2,Research Scientist,Married,5775,1,Y,No,13,80,2,11,2,10,1,9
31,No,Travel_Frequently,Research & Development,7,2,Life Sciences,1,442,Female,3,Manufacturing Director,Married,8943,1,Y,No,24,80,1,10,2,10,8,9
39,No,Travel_Frequently,Research & Development,7,2,Medical,1,444,Male,5,Manager,Married,19272,1,Y,No,15,80,1,21,2,21,13,3
39,Yes,Travel_Rarely,Sales,3,2,Medical,1,445,Female,2,Sales Executive,Married,5238,4,Y,Yes,18,80,0,12,3,1,0,0
33,No,Travel_Frequently,Sales,10,3,Marketing,1,446,Male,2,Sales Executive,Single,4682,3,Y,No,14,80,0,9,6,7,0,1
47,No,Travel_Rarely,Research & Development,5,5,Life Sciences,1,447,Male,5,Research Director,Married,18300,4,Y,No,11,80,1,21,2,3,1,1
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1,448,Female,2,Laboratory Technician,Divorced,5257,1,Y,No,11,80,1,9,3,9,0,0
27,No,Non-Travel,Sales,1,1,Marketing,1,449,Male,2,Sales Executive,Married,6349,0,Y,Yes,13,80,1,6,0,5,1,4
54,No,Travel_Frequently,Research & Development,20,4,Life Sciences,1,450,Female,2,Research Scientist,Single,4869,3,Y,No,12,80,0,20,4,4,0,3
43,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,451,Female,3,Healthcare Representative,Married,9985,8,Y,No,16,80,1,10,1,1,0,0
45,No,Travel_Rarely,Research & Development,8,4,Other,1,452,Male,2,Research Scientist,Married,3697,9,Y,No,14,80,2,12,3,10,9,8
40,No,Travel_Rarely,Sales,1,2,Medical,1,453,Male,2,Sales Executive,Married,7457,2,Y,Yes,22,80,3,6,2,4,0,2
29,Yes,Travel_Rarely,Research & Development,8,4,Other,1,454,Male,1,Laboratory Technician,Married,2119,1,Y,Yes,11,80,0,7,4,7,0,7
29,No,Travel_Rarely,Research & Development,9,5,Other,1,455,Male,1,Laboratory Technician,Single,3983,0,Y,No,17,80,0,4,2,3,2,2
30,No,Travel_Rarely,Sales,5,3,Marketing,1,456,Female,2,Sales Executive,Divorced,6118,1,Y,No,13,80,3,10,2,10,1,2
27,No,Travel_Rarely,Sales,8,4,Marketing,1,458,Female,2,Sales Executive,Married,6214,1,Y,No,18,80,1,8,3,8,0,7
37,No,Travel_Rarely,Research & Development,5,2,Medical,1,460,Male,2,Manufacturing Director,Divorced,6347,7,Y,No,16,80,2,8,2,6,0,4
38,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,461,Male,3,Research Director,Divorced,11510,0,Y,Yes,14,80,1,12,3,11,2,9
31,No,Travel_Rarely,Research & Development,7,4,Medical,1,462,Female,3,Manufacturing Director,Single,7143,1,Y,Yes,14,80,0,11,2,11,4,10
29,No,Travel_Rarely,Sales,10,1,Marketing,1,463,Female,2,Sales Executive,Divorced,8268,1,Y,Yes,14,80,2,7,2,7,1,7
35,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,464,Male,3,Manufacturing Director,Single,8095,0,Y,No,13,80,0,17,5,16,0,13
23,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,465,Male,1,Research Scientist,Divorced,2904,1,Y,No,12,80,2,4,2,4,0,2
41,No,Travel_Rarely,Research & Development,6,3,Medical,1,466,Male,2,Manufacturing Director,Single,6032,6,Y,Yes,15,80,0,8,3,5,1,2
47,No,Travel_Frequently,Sales,4,1,Medical,1,467,Male,2,Sales Representative,Single,2976,3,Y,No,19,80,0,5,3,0,0,0
42,No,Travel_Rarely,Research & Development,23,5,Life Sciences,1,468,Female,4,Research Director,Single,15992,2,Y,No,14,80,0,16,2,1,0,0
29,No,Non-Travel,Sales,2,3,Life Sciences,1,469,Male,2,Sales Executive,Married,4649,1,Y,No,14,80,1,4,3,4,0,2
42,No,Travel_Rarely,Human Resources,2,1,Technical Degree,1,470,Male,1,Human Resources,Divorced,2696,0,Y,Yes,11,80,1,4,5,3,1,0
32,No,Travel_Rarely,Research & Development,2,3,Medical,1,471,Female,1,Laboratory Technician,Married,2370,1,Y,No,13,80,1,8,4,8,0,7
48,No,Travel_Rarely,Sales,29,1,Medical,1,473,Female,3,Manager,Married,12504,3,Y,No,21,80,1,15,3,0,0,0
